1;01;001;Comuna 1                                ;08;14;30;0047;00014151;01178;00;0047;00014151;01178;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;
1;01;001;Comuna 1                                ;08;14;30;0131;00006917;00576;00;0131;00006917;00576;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;
1;01;001;Comuna 1                                ;08;14;30;0132;00012902;01074;00;0132;00012902;01074;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;
1;01;001;Comuna 1                                ;08;14;30;0133;00018105;01507;00;0133;00018105;01507;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;
1;01;001;Comuna 1                                ;08;14;30;0134;00026000;02164;00;0134;00026000;02164;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;
1;01;001;Comuna 1                                ;08;14;30;0135;00021551;01794;00;0135;00021551;01794;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;
1;01;001;Comuna 1                                ;08;14;30;0137;00020525;01708;00;0137;00020525;01708;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;
1;01;002;Comuna 2                                ;08;13;55;0047;00011278;01178;00;0047;00011278;01178;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;
1;01;002;Comuna 2                                ;08;13;55;0131;00005529;00578;00;0131;00005529;00578;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;
1;01;002;Comuna 2                                ;08;13;55;0132;00010250;01071;00;0132;00010250;01071;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;
1;01;002;Comuna 2                                ;08;13;55;0133;00014357;01500;00;0133;00014357;01500;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;
1;01;002;Comuna 2                                ;08;13;55;0134;00020708;02164;00;0134;00020708;02164;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;
1;01;002;Comuna 2                                ;08;13;55;0135;00017204;01797;00;0135;00017204;01797;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;
1;01;002;Comuna 2                                ;08;13;55;0137;00016388;01712;00;0137;00016388;01712;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;
1;01;003;Comuna 3                                ;08;14;30;0047;00012797;01179;00;0047;00012797;01179;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;
1;01;003;Comuna 3                                ;08;14;30;0131;00006256;00577;00;0131;00006256;00577;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;
1;01;003;Comuna 3                                ;08;14;30;0132;00011608;01070;00;0132;00011608;01070;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;
